1,1,1,1
2,3,0,17
3,2,0,18
4,2,0,19
5,2,0,20
6,2,0,21
7,2,0,22
8,2,0,23
9,2,0,24
10,2,0,25
11,2,0,26
12,2,0,27
13,2,0,28
14,2,0,29
15,2,0,30
16,2,0,31
17,2,0,32
18,2,0,33
19,2,0,34
20,2,0,35
21,2,0,36
22,2,0,37
23,2,0,38
24,2,0,39
25,2,0,40
26,2,0,41
27,2,0,42
28,2,0,43
29,2,0,44
30,2,0,45
31,3,0,46
32,1,6,13
33,1,5,9
34,3,0,47
35,2,0,48
36,2,0,49
37,2,0,50
38,2,0,51
39,2,0,52
40,2,0,53
41,2,0,54
42,2,0,55
43,2,0,56
44,2,0,57
45,2,0,58
46,2,0,59
47,2,0,60
48,2,0,61
49,2,0,62
50,2,0,63
51,2,0,64
52,2,0,65
53,2,0,66
54,2,0,67
55,2,0,68
56,2,0,69
57,2,0,70
58,2,0,71
59,2,0,72
60,2,0,73
61,2,0,74
62,2,0,75
63,3,0,76
64,1,4,5
65,1,3,3
66,3,0,77
67,2,0,78
68,2,0,79
69,2,0,80
70,2,0,81
71,2,0,82
72,2,0,83
73,2,0,84
74,2,0,85
75,2,0,86
76,2,0,87
77,2,0,88
78,2,0,89
79,2,0,90
80,2,0,91
81,2,0,92
82,2,0,93
83,2,0,94
84,2,0,95
85,2,0,96
86,2,0,97
87,2,0,98
88,2,0,99
89,2,0,100
90,2,0,101
91,2,0,102
92,2,0,103
93,2,0,104
94,2,0,105
95,3,0,106
96,1,6,14
97,1,5,10
98,3,0,107
99,2,0,108
100,2,0,109
101,2,0,110
102,2,0,111
103,2,0,112
104,2,0,113
105,2,0,114
106,2,0,115
107,2,0,116
108,2,0,117
109,2,0,118
110,2,0,119
111,2,0,120
112,2,0,121
113,2,0,122
114,2,0,123
115,2,0,124
116,2,0,125
117,2,0,126
118,2,0,127
119,2,0,128
120,2,0,129
121,2,0,130
122,2,0,131
123,2,0,132
124,2,0,133
125,2,0,134
126,2,0,135
127,3,0,136
128,1,4,6
129,1,4,7
130,3,0,137
131,2,0,138
132,2,0,139
133,2,0,140
134,2,0,141
135,2,0,142
136,2,0,143
137,2,0,144
138,2,0,145
139,2,0,146
140,2,0,147
141,2,0,148
142,2,0,149
143,2,0,150
144,2,0,151
145,2,0,152
146,2,0,153
147,2,0,154
148,2,0,155
149,2,0,156
150,2,0,157
151,2,0,158
152,2,0,159
153,2,0,160
154,2,0,161
155,2,0,162
156,2,0,163
157,2,0,164
158,2,0,165
159,3,0,166
160,1,5,11
161,1,6,15
162,3,0,167
163,2,0,168
164,2,0,169
165,2,0,170
166,2,0,171
167,2,0,172
168,2,0,173
169,2,0,174
170,2,0,175
171,2,0,176
172,2,0,177
173,2,0,178
174,2,0,179
175,2,0,180
176,2,0,181
177,2,0,182
178,2,0,183
179,2,0,184
180,2,0,185
181,2,0,186
182,2,0,187
183,2,0,188
184,2,0,189
185,2,0,190
186,2,0,191
187,2,0,192
188,2,0,193
189,2,0,194
190,2,0,195
191,3,0,196
192,1,3,4
193,1,4,8
194,3,0,197
195,2,0,198
196,2,0,199
197,2,0,200
198,2,0,201
199,2,0,202
200,2,0,203
201,2,0,204
202,2,0,205
203,2,0,206
204,2,0,207
205,2,0,208
206,2,0,209
207,2,0,210
208,2,0,211
209,2,0,212
210,2,0,213
211,2,0,214
212,2,0,215
213,2,0,216
214,2,0,217
215,2,0,218
216,2,0,219
217,2,0,220
218,2,0,221
219,2,0,222
220,2,0,223
221,2,0,224
222,2,0,225
223,3,0,226
224,1,5,12
225,1,6,16
226,3,0,227
227,2,0,228
228,2,0,229
229,2,0,230
230,2,0,231
231,2,0,232
232,2,0,233
233,2,0,234
234,2,0,235
235,2,0,236
236,2,0,237
237,2,0,238
238,2,0,239
239,2,0,240
240,2,0,241
241,2,0,242
242,2,0,243
243,2,0,244
244,2,0,245
245,2,0,246
246,2,0,247
247,2,0,248
248,2,0,249
249,2,0,250
250,2,0,251
251,2,0,252
252,2,0,253
253,2,0,254
254,2,0,255
255,3,0,256
256,1,2,2
